feature,corr_with_test_f1,corr_with_cv_score,mean_importance
notes_emb_303,-0.5739380700784035,-0.11125766192648623,0.0021946733382872063
notes_emb_290,-0.5900101974753124,-0.1420678763304466,0.002219050748928645
notes_emb_353,-0.5924516159728708,-0.3105939801444632,0.0016722744205448592
notes_emb_267,-0.6015881205517228,0.20690110999490632,0.006872277839583932
notes_emb_217,-0.6051607187768004,-0.12118365515667653,0.002027274219453408
notes_emb_361,-0.6224180773585475,-0.209407050016013,0.0030365181731792272
notes_emb_52,-0.6245963137322738,-0.4772312154429163,0.002668142213095744
notes_emb_163,-0.6292562297454947,0.044622535086582406,0.005439930198934532
notes_emb_329,-0.6343001795157625,-0.13401253420006956,0.0018164597702384833
notes_emb_321,-0.6404280363879449,-0.24585083656127046,0.0025343488430367256
notes_emb_135,-0.6462648484624098,-0.620943989189307,0.0032840834096543514
notes_emb_191,-0.6633505966450023,-0.06853698638587481,0.0027839758813028186
notes_emb_79,-0.6720949063062553,-0.06040812757929263,0.0020854251098609035
notes_emb_264,-0.7110336850258332,-0.3871464030312222,0.004984798655935074
notes_emb_328,-0.7682338256794778,-0.2872986943991149,0.006219285617991251
notes_emb_273,-0.7777318971914299,0.005600427552070463,0.014655850025333459
sub_event_type_Government regains territory,,,0.0
sub_event_type_Sexual violence,,,0.0
