model,feature,importance
rfc_adasyn,notes_emb_40,0.0026554370224589246
rfc_adasyn,notes_emb_41,0.0022365398296115883
rfc_adasyn,notes_emb_42,0.0013321992633978585
rfc_adasyn,notes_emb_43,0.0016801789850934288
rfc_adasyn,notes_emb_44,0.0033926159904992194
rfc_adasyn,notes_emb_45,0.0019716589766750163
rfc_adasyn,notes_emb_46,0.0018798298731920954
rfc_adasyn,notes_emb_47,0.0019031336757483416
rfc_adasyn,notes_emb_48,0.001293209045118834
rfc_adasyn,notes_emb_49,0.0015885333646314462
rfc_adasyn,notes_emb_50,0.00271389600991501
rfc_adasyn,notes_emb_51,0.0019710494836170126
rfc_adasyn,notes_emb_52,0.0035086253611664457
rfc_adasyn,notes_emb_53,0.0019958192960001313
rfc_adasyn,notes_emb_54,0.0020473129295916445
rfc_adasyn,notes_emb_55,0.0012757338379763053
rfc_adasyn,notes_emb_56,0.0020743877588514682
rfc_adasyn,notes_emb_57,0.001640617892078962
rfc_adasyn,notes_emb_58,0.0016566807607258551
rfc_adasyn,notes_emb_59,0.001108220819423225
rfc_adasyn,notes_emb_60,0.0014377961548876052
rfc_adasyn,notes_emb_61,0.0018132856298415062
rfc_adasyn,notes_emb_62,0.0038999200018689905
rfc_adasyn,notes_emb_63,0.0014990785777180542
rfc_adasyn,notes_emb_64,0.002505257631427454
rfc_adasyn,notes_emb_65,0.01079198550252036
rfc_adasyn,notes_emb_66,0.002261117834204881
rfc_adasyn,notes_emb_67,0.0021921935581887104
rfc_adasyn,notes_emb_68,0.0017164883956009062
rfc_adasyn,notes_emb_69,0.00296998782744082
rfc_adasyn,notes_emb_70,0.0015631896381599897
rfc_adasyn,notes_emb_71,0.006169606758838966
rfc_adasyn,notes_emb_72,0.0037415202912883167
rfc_adasyn,notes_emb_73,0.0013994903663833503
rfc_adasyn,notes_emb_74,0.004377888204470776
rfc_adasyn,notes_emb_75,0.0018092452329165423
rfc_adasyn,notes_emb_76,0.00190582826393248
rfc_adasyn,notes_emb_77,0.0018041538865164292
rfc_adasyn,notes_emb_78,0.00173996068050973
